1,9.80115
0.933869,7.00736
2.3454,5.4058
2.32226,4.81031
2.94675,4.32782
2.809,4.13788
3.01164,3.96736
2.89668,3.8761
2.90632,3.80113
2.86911,3.75184
2.84815,3.71423
2.82151,3.68669
2.79676,3.66518
2.77148,3.64795
2.74653,3.63342
2.72166,3.62064
2.697,3.60891
2.67251,3.59776
2.64823,3.58687
2.62415,3.57603
2.60027,3.5651
2.5766,3.55397
2.55315,3.54258
2.5299,3.53091
2.50686,3.51892
2.48403,3.5066
2.4614,3.49396
2.43898,3.48099
2.41676,3.46769
2.39474,3.45408
2.37292,3.44017
2.3513,3.42596
2.32988,3.41147
2.30865,3.3967
2.28761,3.38166
2.26676,3.36638
2.24611,3.35085
2.22564,3.33509
2.20535,3.3191
2.18525,3.30291
2.16533,3.28651
2.1456,3.26992
2.12604,3.25316
2.10666,3.23621
2.08746,3.21911
2.06843,3.20185
2.04957,3.18444
2.03088,3.16689
2.01237,3.14922
1.99402,3.13142
1.97584,3.11352
1.95783,3.0955
1.93997,3.07739
1.92228,3.05918
1.9045,3.04089
1.88681,3.02242
1.8692,3.00377
1.85167,2.98496
1.83423,2.96599
1.81688,2.94689
1.79962,2.92764
1.78244,2.90827
1.76534,2.88877
1.74834,2.86915
1.73143,2.84942
1.7146,2.82958
1.69786,2.80965
1.68122,2.78961
1.66467,2.76949
1.6482,2.74928
1.63184,2.729
1.61556,2.70864
1.59938,2.68821
1.5833,2.66772
1.56731,2.64718
1.55142,2.62658
1.53562,2.60593
1.51993,2.58525
1.50433,2.56452
1.48883,2.54377
1.47343,2.52299
1.45813,2.50218
1.44294,2.48136
1.42784,2.46053
1.41284,2.4397
1.39795,2.41886
1.38316,2.39802
1.36847,2.37719
1.35389,2.35636
1.33941,2.33556
1.32503,2.31477
1.31075,2.29401
1.29658,2.27327
1.28251,2.25257
1.26855,2.2319
1.25469,2.21127
1.24094,2.19068
1.22728,2.17014
1.21374,2.14965
1.20029,2.1292
1.18695,2.10882
1.17371,2.08849
1.16058,2.06823
1.14755,2.04803
1.13462,2.02789
1.1218,2.00783
1.10908,1.98784
1.09646,1.96793
1.08394,1.94809
1.07152,1.92833
1.05921,1.90865
1.04699,1.88906
1.03488,1.86955
1.02286,1.85014
1.01095,1.83081
0.99913,1.81157
0.987412,1.79243
0.975792,1.77338
0.96427,1.75442
0.952845,1.73557
0.941517,1.71681
0.930285,1.69816
0.919148,1.6796
0.908106,1.66115
0.897159,1.64281
0.886305,1.62456
0.875545,1.60643
0.864878,1.5884
0.854302,1.57048
0.843818,1.55266
0.833425,1.53496
0.823123,1.51737
0.81291,1.49988
0.802786,1.48251
0.792751,1.46525
0.782804,1.4481
0.773192,1.43106
0.764339,1.41427
0.755552,1.39802
0.747127,1.38219
0.738927,1.36682
0.731008,1.3519
0.723338,1.33742
0.715925,1.32337
0.708757,1.30976
0.701831,1.29657
0.695142,1.28379
0.688683,1.27142
0.682448,1.25945
0.676432,1.24787
0.67063,1.23668
0.665034,1.22586
0.65964,1.21541
0.654442,1.20531
0.649433,1.19557
0.644609,1.18616
0.639964,1.17709
0.635491,1.16833
0.631187,1.15989
0.627044,1.15176
0.623059,1.14392
0.619225,1.13637
0.615537,1.1291
0.611991,1.12209
0.608582,1.11535
0.605304,1.10886
0.602153,1.10262
0.599125,1.09661
0.596215,1.09083
0.593418,1.08527
0.590731,1.07992
0.588149,1.07478
0.585669,1.06983
0.583285,1.06508
0.580996,1.06051
0.578796,1.05612
0.576683,1.0519
0.574654,1.04784
0.572704,1.04394
0.57083,1.0402
0.569031,1.0366
0.567302,1.03314
0.565641,1.02981
0.564046,1.02662
0.562512,1.02354
0.561039,1.02059
0.559624,1.01776
0.558264,1.01503
0.556957,1.01241
0.555701,1.0099
0.554494,1.00748
0.553334,1.00515
0.552219,1.00292
0.551147,1.00077
0.550116,0.998704
0.549125,0.996719
0.548173,0.994811
0.547257,0.992976
0.546376,0.991212
0.545529,0.989515
0.544715,0.987884
0.543932,0.986315
0.543178,0.984807
0.542453,0.983356
0.541756,0.98196
0.541085,0.980618
0.54044,0.979327
0.539819,0.978085
0.539221,0.97689
0.538646,0.97574
0.538093,0.974634
0.53756,0.973569
0.537048,0.972545
0.536554,0.971559
0.536079,0.97061
0.535622,0.969697
0.535182,0.968818
0.534758,0.967973
0.53435,0.967158
0.533957,0.966375
0.533579,0.96562
0.533215,0.964894
0.532864,0.964194
0.532526,0.963521
0.532201,0.962873
0.531888,0.962249
0.531586,0.961648
0.531295,0.961069
0.531015,0.960512
0.530746,0.959975
0.530486,0.959458
0.530236,0.95896
0.529995,0.958481
0.529763,0.958019
0.529539,0.957575
0.529323,0.957147
0.529116,0.956734
0.528916,0.956337
0.528723,0.955954
0.528537,0.955586
0.528358,0.955231
0.528186,0.954889
0.52802,0.954559
0.52786,0.954242
0.527706,0.953936
0.527557,0.953642
0.527414,0.953358
0.527276,0.953085
0.527143,0.952822
0.527014,0.952568
0.526891,0.952324
0.526772,0.952089
0.526657,0.951862
0.526547,0.951644
0.52644,0.951433
0.526337,0.951231
0.526238,0.951036
0.526143,0.950847
0.526051,0.950666
0.525963,0.950492
0.525877,0.950324
0.525795,0.950162
0.525716,0.950006
0.525639,0.949855
0.525565,0.949711
0.525494,0.949571
0.525426,0.949437
0.52536,0.949308
0.525296,0.949183
0.525235,0.949063
0.525176,0.948947
0.525119,0.948836
0.525064,0.948729
0.525011,0.948625
0.52496,0.948526
0.524911,0.94843
0.524864,0.948337
0.524818,0.948248
0.524774,0.948163
0.524732,0.94808
0.524691,0.948001
0.524652,0.947924
0.524614,0.947851
0.524577,0.94778
0.524542,0.947711
0.524508,0.947645
0.524475,0.947582
0.524443,0.947521
0.524413,0.947462
0.524383,0.947406
0.524355,0.947351
0.524328,0.947299
0.524301,0.947248
0.524276,0.9472
0.524252,0.947153
0.524228,0.947108
0.524205,0.947064
0.524184,0.947023
0.524162,0.946982
0.524142,0.946944
0.524123,0.946907
0.524104,0.946871
0.524085,0.946836
0.524068,0.946803
0.524051,0.946771
0.524035,0.94674
0.524019,0.946711
0.524004,0.946682
0.523989,0.946655
0.523975,0.946629
0.523962,0.946603
0.523948,0.946579
0.523936,0.946555
0.523924,0.946533
0.523912,0.946511
0.523901,0.94649
0.52389,0.94647
0.523879,0.946451
0.523869,0.946432
0.523859,0.946415
0.52385,0.946397
0.523841,0.946381
0.523832,0.946365
0.523824,0.94635
0.523816,0.946335
0.523808,0.946321
0.5238,0.946308
0.523793,0.946295
0.523786,0.946282
0.523779,0.94627
0.523773,0.946259
0.523766,0.946248
0.52376,0.946237
0.523755,0.946227
0.523749,0.946217
0.523744,0.946208
0.523738,0.946199
0.523733,0.94619
0.523728,0.946182
0.523724,0.946174
0.523719,0.946166
0.523715,0.946159
0.523711,0.946152
0.523707,0.946145
0.523703,0.946139
0.523699,0.946132
0.523695,0.946126
0.523692,0.946121
0.523689,0.946115
0.523685,0.94611
0.523682,0.946105
0.523679,0.9461
0.523676,0.946096
0.523674,0.946091
0.523671,0.946087
0.523668,0.946083
0.523666,0.94608
0.523663,0.946076
0.523661,0.946072
0.523659,0.946069
0.523657,0.946066
0.523654,0.946063
0.523652,0.94606
0.523651,0.946057
0.523649,0.946055
0.523647,0.946052
0.523645,0.94605
0.523643,0.946047
0.523642,0.946045
0.52364,0.946043
0.523639,0.946041
0.523637,0.94604
0.523636,0.946038
0.523635,0.946036
0.523633,0.946035
0.523632,0.946033
0.523631,0.946032
0.52363,0.94603
0.523629,0.946029
0.523628,0.946028
0.523627,0.946027
0.523626,0.946026
0.523625,0.946025
0.523624,0.946024
0.523623,0.946023
0.523622,0.946022
0.523621,0.946021
0.52362,0.946021
0.523619,0.94602
0.523619,0.946019
0.523618,0.946019
0.523617,0.946018
0.523617,0.946018
0.523616,0.946017
0.523615,0.946017
0.523615,0.946017
0.523614,0.946016
0.523614,0.946016
0.523613,0.946016
0.523613,0.946016
0.523612,0.946015
0.523612,0.946015
0.523611,0.946015
0.523611,0.946015
0.52361,0.946015
0.52361,0.946015
0.523609,0.946015
0.523609,0.946015
0.523609,0.946015
0.523608,0.946015
0.523608,0.946015
0.523608,0.946015
0.523607,0.946015
0.523607,0.946015
0.523607,0.946015
0.523606,0.946015
0.523606,0.946016
0.523606,0.946016
0.523606,0.946016
0.523605,0.946016
0.523605,0.946016
0.523605,0.946016
0.523605,0.946017
0.523604,0.946017
0.523604,0.946017
0.523604,0.946017
0.523604,0.946018
0.523604,0.946018
0.523604,0.946018
0.523603,0.946018
0.523603,0.946019
0.523603,0.946019
0.523603,0.946019
0.523603,0.94602
0.523603,0.94602
0.523602,0.94602
