4,4,2,0
2.89422,2.95109,-0.685362,0.1
2.7624,2.19029,-0.0887376,0.2
2.65688,1.92048,1.04066,0.3
2.13243,1.58626,0.073463,0.4
2.09958,1.50643,0.780151,0.5
1.77705,1.36603,0.58008,0.6
1.59765,1.32407,0.68534,0.7
1.41165,1.25614,0.750888,0.8
1.23765,1.17731,0.824855,0.9
1.07113,1.08459,0.904315,1
0.909764,0.976937,0.988976,1.1
0.751852,0.854074,1.07812,1.2
0.596197,0.716709,1.17081,1.3
0.441962,0.566517,1.26615,1.4
0.288492,0.405975,1.36342,1.5
0.135178,0.238129,1.46212,1.6
-0.0186207,0.0663931,1.56194,1.7
-0.173576,-0.105546,1.66265,1.8
-0.330351,-0.273758,1.76413,1.9
-0.489527,-0.434042,1.86628,2
-0.651496,-0.581873,1.96903,2.1
-0.816328,-0.712369,2.07227,2.2
-0.983608,-0.820309,2.17586,2.3
-1.15224,-0.900252,2.27952,2.4
-1.32024,-0.946854,2.38276,2.5
-1.48458,-0.955424,2.48489,2.6
-1.6412,-0.922745,2.58509,2.7
-1.78526,-0.847958,2.68277,2.8
-1.91169,-0.733073,2.77802,2.9
-2.01583,-0.58272,2.87185,3
-2.09373,-0.403356,2.96562,3.1
-2.14216,-0.202759,3.06038,-3.08319
-2.15863,0.00990512,-3.12666,-2.98319
-2.14181,0.22406,-3.02908,-2.88319
-2.09187,0.428307,-2.93027,-2.78319
-2.01072,0.611524,-2.83062,-2.68319
-1.90194,0.764124,-2.73073,-2.58319
-1.77045,0.879148,-2.63134,-2.48319
-1.62187,0.952915,-2.53315,-2.38319
-1.46182,0.985028,-2.43653,-2.28319
-1.2953,0.977748,-2.34126,-2.18319
-1.12618,0.934974,-2.24664,-2.08319
-0.957063,0.861249,-2.15177,-1.98319
-0.789409,0.761155,-2.05604,-1.88319
-0.623837,0.639123,-1.95921,-1.78319
-0.460403,0.499474,-1.86128,-1.68319
-0.298796,0.346472,-1.76237,-1.58319
-0.138453,0.18434,-1.66262,-1.48319
0.0213537,0.0172734,-1.56211,-1.38319
0.181431,-0.150511,-1.47786,-1.28319
0.336992,-0.310034,-1.42338,-1.18319
0.479479,-0.452134,-1.47024,-1.08319
0.577941,-0.553451,-0.955966,-0.983185
0.830914,-0.68561,-0.930704,-0.883185
1.04152,-0.787892,-0.743292,-0.783185
1.26576,-0.822941,-0.949454,-0.683185
1.3833,-0.900377,-0.991569,-0.583185
1.46343,-0.966897,-0.508347,-0.483185
1.64951,-0.856936,-0.31968,-0.383185
1.80462,-0.654154,-0.554733,-0.283185
1.91626,-0.632151,-0.651864,-0.183185
1.9876,-0.661993,-0.186963,-0.0831853
2.05931,-0.416149,-0.0525186,0.0168147
2.08412,-0.146593,-0.367013,0.116815
2.15381,-0.115695,0.145278,0.216815
2.08818,0.164618,0.339898,0.316815
1.95102,0.405837,0.0647959,0.416815
1.95772,0.559226,0.500455,0.516815
1.77589,0.699214,0.291994,0.616815
1.72252,0.834178,0.685264,0.716815
