-2.18526,-2.19111,-0.101872,0,-3.77697,-2.0284
-0.847052,-1.322,-1.10773,0.1,-1.56177,0.109497
-0.157284,-1.28885,-1.50318,0.2,-0.265382,0.307492
0.0952339,-1.38566,-1.16626,0.3,-0.534519,0.0851892
0.429401,-1.35251,-1.00487,0.4,-0.42851,-0.00195415
0.714435,-1.26603,-0.738366,0.5,-0.468876,-0.189102
0.986234,-1.08151,-0.552393,0.6,-0.3758,-0.241953
1.20172,-0.860627,-0.348063,0.7,-0.302336,-0.314903
1.36211,-0.600005,-0.156085,0.8,-0.218439,-0.351282
1.46344,-0.319002,0.0341259,0.9,-0.135632,-0.373593
1.50545,-0.0283376,0.214409,1,-0.0579154,-0.368769
1.49168,0.257068,0.401554,1.1,0.0189485,-0.368292
1.42251,0.533243,0.573959,1.2,0.078895,-0.335495
1.30802,0.785027,0.764621,1.3,0.153389,-0.322594
1.14357,1.0134,0.920673,1.4,0.175117,-0.260216
0.95492,1.20132,1.10884,1.5,0.241801,-0.230973
0.727061,1.35347,1.33328,1.6,0.35059,-0.201607
0.448846,1.46168,1.47042,1.7,0.288518,-0.130266
0.18867,1.52331,1.67582,1.8,0.356397,-0.0678773
-0.095187,1.53029,1.83069,1.9,0.315983,-0.0159748
-0.360408,1.49477,1.48651,2,-0.495111,-0.0995539
-0.346551,1.54308,2.17948,2.1,0.568308,0.230436
-0.676723,1.37094,2.25637,2.2,0.336269,0.132456
-0.918266,1.22328,2.05845,2.3,-0.168585,-0.190216
-1.00061,1.21489,2.56443,2.4,0.340215,0.341857
-1.20699,0.961158,2.17935,2.5,-0.292296,-0.351601
-1.23596,0.992749,2.81873,2.6,0.281369,0.485101
-1.38521,0.67123,2.62542,2.7,0.0063344,-0.118463
-1.46639,0.573539,3.06347,2.8,0.128728,0.448672
-1.52393,0.256991,2.86568,2.9,0.0155484,-0.178893
-1.57296,0.165656,-2.94253,3,-0.00456129,0.482062
-1.53973,-0.159906,3.12355,3.1,0.0600127,-0.188774
-1.56362,-0.25381,3.11774,-3.08319,0.0359267,-0.291977
-1.58001,-0.311572,-2.60883,-2.98319,-0.201758,0.501092
-1.42813,-0.624779,-2.96739,-2.88319,0.147656,-0.347459
-1.45208,-0.660747,-2.34545,-2.78319,-0.332921,0.48271
-1.22121,-0.941611,-2.77226,-2.68319,0.2709,-0.364015
-1.25826,-0.963417,-2.1559,-2.58319,-0.37461,0.370435
-0.993764,-1.18143,-2.49955,-2.48319,0.287631,-0.223297
-0.998621,-1.23142,-1.90502,-2.38319,-0.473769,0.280047
-0.681655,-1.38192,-2.06079,-2.28319,0.0713376,0.0298161
-0.56545,-1.46766,-2.26578,-2.18319,0.459145,-0.238751
-0.60326,-1.48655,-2.10709,-2.08319,0.214262,-0.111177
-0.540714,-1.52939,-2.00991,-1.98319,0.139509,-0.081188
-0.444721,-1.569,-1.66527,-1.88319,-0.293792,0.0238662
-0.182608,-1.59245,-1.53021,-1.78319,-0.247526,0.0062371
0.0638946,-1.58814,-1.39322,-1.68319,-0.218734,-0.0132966
0.297936,-1.55522,-1.74905,-1.58319,0.581634,0.0194279
0.251829,-1.59039,-1.55554,-1.48319,0.227421,0.00942444
0.332213,-1.59125,-1.0285,-1.38319,-0.493561,-0.22081
0.642003,-1.43139,-1.3295,-1.28319,0.259665,0.12226
0.706485,-1.43594,-1.01744,-1.18319,-0.13439,-0.0747201
0.889644,-1.3257,-1.01561,-1.08319,0.0462742,0.0339753
1.00942,-1.25326,-0.972041,-0.983185,0.107631,0.0684016
1.10391,-1.18702,-0.979764,-0.883185,0.212361,0.141565
1.16244,-1.14741,-0.834299,-0.783185,0.0877277,0.0379083
1.25027,-1.05321,-0.819595,-0.683185,0.158242,0.116181
1.31182,-0.98467,-0.25551,-0.583185,-0.236231,-0.580289
1.43494,-0.626764,-0.299049,-0.483185,-0.0940437,-0.155385
1.515,-0.41948,-0.520643,-0.383185,0.126998,0.376421
1.55014,-0.412428,0.10344,-0.283185,-0.0413102,-0.577636
1.54808,-0.0511104,-0.327274,-0.183185,0.033,0.463231
1.58796,-0.0617336,0.369971,-0.0831853,0.0962188,-0.640275
1.49643,0.311537,-0.0217464,0.0168147,-0.103193,0.346328
1.53603,0.350284,0.0518463,0.116815,-0.0618246,0.267367
1.54937,0.416491,0.229109,0.216815,-0.00881815,0.0531141
1.51612,0.55372,0.586212,0.316815,0.183254,-0.331416
1.36347,0.803002,0.128368,0.416815,-0.223367,0.598177
1.42116,0.752323,0.822856,0.516815,0.332956,-0.420623
1.18734,1.00836,0.517016,0.616815,-0.203541,0.2175
1.17949,1.07132,0.816772,0.716815,0.0841642,-0.094979
1.0334,1.2141,0.651058,0.816815,-0.239308,0.244454
1.02019,1.25581,0.740655,0.916815,-0.160649,0.176178
0.968458,1.31223,0.919959,1.01681,-0.000906554,0.0393109
0.841483,1.39541,1.2056,1.11681,0.270068,-0.0990735
0.59751,1.48723,1.06508,1.21681,-0.177577,0.0875005
0.51969,1.53411,1.59729,1.31681,0.562068,-0.0653264
0.163022,1.55274,1.49688,1.41681,0.0448576,-0.0428919
-0.0122411,1.57957,1.62737,1.51681,0.0782345,-0.0178725
-0.199367,1.57678,1.99519,1.61681,0.459462,0.118713
-0.505985,1.46934,1.76039,1.71681,-0.204455,-0.101988
-0.591559,1.47489,2.05715,1.81681,0.156283,0.0604129
-0.787705,1.37896,2.32058,1.91681,0.302663,0.208018
-1.01073,1.19711,2.22624,2.01681,-0.0355188,-0.0713347
-1.12514,1.12456,2.33949,2.11681,-0.0128312,-0.0255534
-1.23566,1.02227,2.68153,2.21681,0.197973,0.311861
-1.376,0.769757,2.68757,2.31681,0.0619085,0.0680232
-1.46784,0.602158,2.39133,2.41681,-0.297427,-0.488777
-1.47283,0.656189,2.69784,2.51681,-0.0277935,-0.0307351
-1.5318,0.522442,2.72429,2.61681,-0.0691007,-0.126034
-1.57246,0.420285,3.07006,2.71681,0.0234493,0.305928
-1.5921,0.153619,2.88645,2.81681,-0.0438971,-0.250191
-1.61712,0.0863654,-3.0671,2.91681,-0.0215555,0.205437
-1.59767,-0.145094,-3.13476,3.01681,0.00229553,-0.134161
-1.59738,-0.258134,-2.79962,3.11681,-0.0900235,0.278415
-1.51221,-0.506314,-2.84512,-3.06637,0.0179816,-0.0388737
-1.47176,-0.645728,-3.03615,-2.96637,0.11935,-0.477327
-1.4967,-0.637775,-2.94128,-2.86637,0.0713096,-0.319406
-1.48982,-0.682783,-2.46729,-2.76637,-0.23999,0.316182
-1.30592,-0.91843,-2.87187,-2.66637,0.236228,-0.492089
-1.34597,-0.900414,-2.13773,-2.56637,-0.486693,0.449269
-1.04066,-1.14359,-2.75098,-2.46637,0.438823,-0.53438
-1.13333,-1.1045,-2.33721,-2.36637,-0.0236365,0.0481428
-1.00979,-1.23232,-2.31451,-2.26637,0.0734556,-0.0547887
-0.917746,-1.32147,-2.05527,-2.16637,-0.17256,0.0944052
-0.715763,-1.42903,-1.89561,-2.06637,-0.205157,0.0873097
-0.492324,-1.51065,-1.64747,-1.96637,-0.369772,0.084652
-0.203374,-1.55253,-2.07452,-1.86637,0.568928,-0.151263
-0.262371,-1.57682,-1.40193,-1.76637,-0.531269,0.000423624
0.0812969,-1.55008,-1.40796,-1.66637,-0.178091,0.0287568
0.301512,-1.5342,-1.17327,-1.56637,-0.317916,-0.0589718
0.560306,-1.45162,-1.30741,-1.46637,0.14375,0.0932035
0.664476,-1.44259,-0.905698,-1.36637,-0.322943,-0.183617
0.903403,-1.27958,-0.937359,-1.26637,-0.0436666,0.0100181
1.04765,-1.18838,-0.680158,-1.16637,-0.196312,-0.182113
1.21698,-1.00024,-0.889258,-1.06637,0.209,0.242325
1.26809,-0.984258,-0.776901,-0.966371,0.127145,0.137459
1.33576,-0.918275,-0.285829,-0.866371,-0.199326,-0.46715
1.45064,-0.601263,-0.30666,-0.766371,-0.07472,-0.118262
1.52509,-0.407336,-0.0641406,-0.666371,-0.0716222,-0.304782
1.56041,-0.140992,-0.185082,-0.566371,-0.0122628,0.153453
1.59415,-0.0374326,-0.265676,-0.466371,0.0502831,0.382666
1.61856,-0.0169794,0.050385,-0.366371,0.0205887,-0.0975614
1.60329,0.176964,0.133814,-0.266371,0.0175976,-0.0365004
1.57579,0.348309,0.392742,-0.166371,0.0976072,-0.264048
1.48039,0.588544,0.473644,-0.0663706,0.0565309,-0.141268
1.38762,0.780373,0.376169,0.0336294,-0.100503,0.192597
1.36402,0.861777,0.764185,0.133629,0.208907,-0.245341
1.18019,1.06316,0.420375,0.233629,-0.280505,0.410193
1.21307,1.06566,0.790275,0.333629,0.0872323,-0.0712144
1.06885,1.20317,0.452188,0.433629,-0.370335,0.504074
1.12856,1.17066,0.682483,0.533629,-0.113052,0.161507
1.06721,1.2383,1.07637,0.633629,0.307974,-0.170091
0.818585,1.37375,0.661837,0.733629,-0.443598,0.390445
0.875514,1.36331,1.19033,0.833629,0.281352,-0.122273
0.628482,1.46553,0.761277,0.933629,-0.529847,0.361772
0.703553,1.45474,1.21131,1.03363,0.140681,-0.0429842
0.504542,1.52607,1.3902,1.13363,0.217156,-0.0479079
0.27114,1.57158,1.62914,1.23363,0.364431,-0.0257006
-0.016139,1.57124,1.53465,1.33363,-0.0739639,-0.0277114
-0.150147,1.58672,1.73419,1.43363,0.110125,0.00803608
-0.34656,1.55788,1.9527,1.53363,0.249734,0.0731514
-0.58244,1.47265,2.1374,1.63363,0.276395,0.122689
-0.814175,1.34383,2.14771,1.73363,0.0585267,0.00278649
-0.968763,1.25558,2.41639,1.83363,0.228616,0.194318
-1.15491,1.06783,2.17855,1.93363,-0.241268,-0.245661
-1.20181,1.06245,2.61537,2.03363,0.181727,0.25882
-1.34578,0.83351,2.4896,2.13363,-0.0739724,-0.137319
-1.41697,0.754391,2.3409,2.23363,-0.303036,-0.394151
-1.42576,0.78095,2.986,2.33363,0.15491,0.533012
-1.50478,0.436329,2.85955,2.43363,0.032009,-0.00897431
-1.56051,0.285791,2.95844,2.53363,0.0127291,-0.00562504
-1.59411,0.130436,-3.11326,2.63363,0.00525274,0.175756
-1.59141,-0.0910139,-2.90537,2.73363,-0.0358439,0.28343
-1.54142,-0.345771,-2.87321,2.83363,0.00129822,0.0785095
-1.49945,-0.527522,-2.59843,2.93363,-0.129724,0.299434
-1.37135,-0.769296,-2.57163,3.03363,-0.0242744,0.0940632
-1.27652,-0.936925,-2.40838,3.13363,-0.0876768,0.133896
-1.13875,-1.10267,-2.77254,-3.04956,0.353522,-0.525499
-1.20476,-1.06798,-2.36528,-2.94956,-0.0631621,0.0530714
-1.07055,-1.20071,-2.25085,-2.84956,-0.0644151,0.0433506
-0.923601,-1.3165,-2.0025,-2.74956,-0.254129,0.136709
-0.689335,-1.43129,-1.88305,-2.64956,-0.197813,0.0913389
-0.467837,-1.51241,-1.88481,-2.54956,0.0263625,0.00935109
-0.324888,-1.56511,-2.17846,-2.44956,0.588638,-0.251534
-0.399554,-1.56842,-1.73341,-2.34956,-0.140524,0.0104715
-0.192481,-1.59799,-1.66024,-2.24956,-0.0495627,-0.00438544
-0.015774,-1.61075,-1.62053,-2.14956,0.0637702,-0.0127251
0.121709,-1.61425,-1.41461,-2.04956,-0.127183,-0.0337241
0.324275,-1.57755,-1.1887,-1.94956,-0.272312,-0.0929387
0.568045,-1.48537,-1.16963,-1.84956,-0.0567358,-0.0123948
0.7352,-1.41855,-1.52498,-1.74956,0.66192,0.17977
0.66336,-1.47414,-0.864395,-1.64956,-0.375201,-0.257019
0.916393,-1.28033,-1.42094,-1.54956,0.67752,0.301738
0.837468,-1.36205,-0.901018,-1.44956,-0.155831,-0.107716
1.01744,-1.22502,-1.26885,-1.34956,0.541643,0.302597
0.980629,-1.28335,-0.815573,-1.24956,-0.116093,-0.11836
1.13776,-1.13225,-0.686187,-1.14956,-0.100107,-0.118504
1.27417,-0.966988,-0.509472,-1.04956,-0.12263,-0.186641
1.39513,-0.761983,-0.315464,-0.949556,-0.125916,-0.265571
1.48884,-0.516929,-0.796228,-0.849556,0.369788,0.626628
1.47377,-0.624344,-0.5298,-0.749556,0.0931165,0.184233
1.52204,-0.55076,-0.38369,-0.649556,0.0383732,0.0481912
1.5685,-0.41926,-0.351307,-0.549556,0.0662235,0.131341
1.60038,-0.315002,-0.393399,-0.449556,0.122605,0.298326
1.6188,-0.271638,0.209545,-0.349556,0.0538034,-0.604463
1.56669,0.096424,0.170621,-0.249556,-0.0100766,-0.175247
1.54305,0.315437,0.423094,-0.149556,0.0841335,-0.341496
1.44791,0.580852,0.537263,-0.0495559,0.0733301,-0.238006
1.34036,0.801613,0.219267,0.0504441,-0.221333,0.45359
1.38302,0.799025,0.46244,0.150444,-0.0489233,0.0852119
1.32877,0.912396,0.427757,0.250444,-0.127073,0.248667
1.30687,0.970946,0.390391,0.350444,-0.172749,0.362066
1.30644,0.992185,0.844787,0.450444,0.244217,-0.204343
1.10131,1.16993,0.694241,0.550444,-0.12835,0.146243
