0.5,8.01561
2.17509,5.34935
2.61993,3.0891
2.21964,3.1066
2.47249,3.05229
2.55383,3.06352
2.66603,3.08526
2.77449,3.11291
2.87516,3.14366
2.97633,3.17155
3.07335,3.19564
3.11425,3.21412
3.02088,3.22651
2.92902,3.23244
2.83852,3.23187
2.74889,3.22487
2.65956,3.21155
2.56955,3.19202
2.47697,3.16629
2.37722,3.13409
2.29389,3.09441
2.20934,3.04932
2.12824,2.99907
2.04895,2.94448
1.97193,2.88605
1.89696,2.82432
1.82404,2.75974
1.75309,2.69274
1.68406,2.62371
1.7769,2.55301
1.54785,2.52695
1.69782,2.4409
1.45243,2.4242
1.6102,2.3347
1.36554,2.32223
1.52347,2.23059
1.28271,2.2204
1.43849,2.12698
1.20061,2.11801
1.35534,2.02215
1.11884,2.01422
1.2729,1.91546
1.03725,1.9083
1.1901,1.80643
0.954923,1.79952
1.10566,1.6942
0.870431,1.68676
1.01765,1.57732
0.781475,1.56813
0.922663,1.45335
0.683653,1.44024
0.813383,1.3176
0.565956,1.29605
0.666873,1.15919
0.419191,1.11573
0.479968,0.960078
0.221004,0.88416
0.340493,0.698283
0.0687751,0.636827
0.197383,0.451991
0.0876901,0.397813
0.0639194,0.307724
0.0067199,0.232754
0.0300306,0.154958
0.240902,0.0874128
0.112618,0.187844
0.262658,0.0709321
0.123509,0.186758
0.262034,0.0662853
0.126985,0.182081
0.259331,0.0628175
0.129704,0.177293
0.25661,0.0596854
0.132275,0.172733
0.25404,0.0568668
0.134731,0.168419
0.251617,0.0543739
0.137067,0.164336
0.249327,0.0522042
0.139283,0.16047
0.247159,0.0503468
0.141384,0.15681
0.245107,0.0487862
0.143375,0.153344
0.243164,0.0475042
0.145261,0.150062
0.241323,0.0464805
0.147047,0.146953
0.23958,0.0456935
0.148738,0.14401
0.237929,0.0451203
0.150341,0.141222
0.236365,0.044738
0.151858,0.138583
0.234884,0.0445237
0.153296,0.136083
0.233481,0.0444552
0.154657,0.133716
0.232153,0.0445115
0.155946,0.131474
0.230894,0.0446731
0.157168,0.129352
0.229703,0.0449223
0.158324,0.127342
0.228574,0.0452431
0.159419,0.125438
0.227505,0.0456214
0.160457,0.123636
0.226493,0.0460448
0.161439,0.121929
0.225534,0.0465026
0.16237,0.120313
0.224626,0.0469857
0.163251,0.118783
0.223766,0.0474863
0.164086,0.117333
0.222951,0.0479977
0.164876,0.115961
0.22218,0.0485145
0.165624,0.114662
0.22145,0.0490321
0.166333,0.113431
0.220758,0.0495469
0.167005,0.112266
0.220103,0.0500556
