-2.43401,3.04487,2.42066,0
-2.38519,1.9177,2.47233,0.1
-2.37095,1.12456,2.63913,0.2
-2.41436,0.652755,3.00091,0.3
-2.45308,0.608621,-3.08205,0.4
-2.41383,0.717953,3.0617,0.5
-2.43716,0.703696,-3.02306,0.6
-2.37465,0.817702,3.10818,0.7
-2.39385,0.810029,-2.94682,0.8
-2.3037,0.925675,-3.13511,0.9
-2.32767,0.915365,-2.86346,1
-2.20877,1.02374,-3.0925,1.1
-2.24128,1.01287,-2.78707,1.2
-2.10093,1.10328,-3.03434,1.3
-2.1364,1.10196,-2.7314,1.4
-1.99123,1.16796,-2.95428,1.5
-2.01584,1.18262,-2.69822,1.6
-1.88363,1.22408,-2.85704,1.7
-1.8831,1.24871,-2.67459,1.8
-1.77301,1.26928,-2.7544,1.9
-1.74173,1.28986,-2.64282,2
-1.65117,1.29414,-2.65846,2.1
-1.59503,1.29988,-2.59263,2.2
-1.5144,1.29068,-2.57186,2.3
-1.44342,1.27861,-2.52409,2.4
-1.3634,1.25545,-2.48657,2.5
-1.28321,1.22557,-2.44005,2.6
-1.19793,1.18572,-2.3929,2.7
-1.10902,1.13645,-2.34056,2.8
-1.01503,1.07611,-2.28467,2.9
-0.915951,1.00411,-2.22418,3
-0.811314,0.919477,-2.15971,3.1
-0.701199,0.821909,-2.09131,-3.08319
-0.585715,0.711412,-2.01964,-2.98319
-0.465268,0.588714,-1.94507,-2.88319
-0.340247,0.455004,-1.86825,-2.78319
-0.211125,0.312065,-1.79282,-2.68319
-0.0798854,0.163917,-1.71555,-2.58319
0.0538334,0.0121178,-1.6392,-2.48319
0.189073,-0.140044,-1.56176,-2.38319
0.326282,-0.290714,-1.48644,-2.28319
0.464269,-0.436359,-1.41007,-2.18319
0.603826,-0.57539,-1.33713,-2.08319
0.743203,-0.704266,-1.26465,-1.98319
0.882609,-0.821266,-1.19729,-1.88319
1.01959,-0.923578,-1.13422,-1.78319
1.15263,-1.00982,-1.08045,-1.68319
1.27781,-1.07902,-1.04405,-1.58319
1.38791,-1.13168,-1.05865,-1.48319
1.45999,-1.16907,-0.908284,-1.38319
1.59065,-1.19062,-0.77771,-1.28319
1.74863,-1.17481,-0.572788,-1.18319
1.94359,-1.06225,-0.765053,-1.08319
2.01027,-1.07731,-0.322118,-0.983185
2.17765,-0.799404,-0.629776,-0.883185
2.23537,-0.824295,-0.0937717,-0.783185
2.31173,-0.425052,-0.577881,-0.683185
2.35024,-0.521909,-0.24616,-0.583185
2.42214,-0.331604,-0.283555,-0.483185
2.47621,-0.225753,-0.196585,-0.383185
2.50801,-0.0746549,0.0576157,-0.283185
2.4545,0.221476,-0.254496,-0.183185
2.49833,0.200196,0.480889,-0.0831853
2.21059,0.507113,-0.05796,0.0168147
2.28309,0.567196,0.612898,0.116815
1.9749,0.741181,0.464199,0.216815
1.84127,0.901685,0.371991,0.316815
1.8004,1.02326,0.427886,0.416815
1.73687,1.10987,0.831685,0.516815
1.45318,1.04157,0.573459,0.616815
1.3968,1.09697,0.594803,0.716815
1.34313,1.13094,1.0604,0.816815
1.0459,0.929497,0.530128,0.916815
1.12766,1.02658,1.22084,1.01681
0.808271,0.757852,1.17581,1.11681
0.599353,0.590073,1.44427,1.21681
0.31366,0.310849,1.36162,1.31681
0.147813,0.15555,1.33904,1.41681
0.0388342,0.05613,1.75065,1.51681
-0.249052,-0.226089,1.30145,1.61681
-0.230148,-0.198423,2.194,1.71681
-0.678905,-0.491397,1.42312,1.81681
-0.602495,-0.461334,2.67459,1.91681
-1.14015,-0.470736,2.39913,2.01681
-1.43782,-0.639951,2.09298,2.11681
-1.5015,-0.813141,2.11974,2.21681
-1.56184,-0.939611,2.58809,2.31681
-1.81402,-0.879177,2.70675,2.41681
-2.02446,-0.748778,2.93847,2.51681
-2.1814,-0.459377,2.49178,2.61681
-2.23069,-0.588734,3.03315,2.71681
-2.31225,-0.265691,2.5824,2.81681
-2.35638,-0.394339,-2.99082,2.91681
-2.29984,0.0359519,3.00032,3.01681
-2.37017,0.160964,-2.86002,3.11681
-2.23758,0.477425,-2.77514,-3.06637
-2.09107,0.715546,-2.974,-2.96637
-2.09872,0.84736,-2.4354,-2.86637
-1.78648,0.909593,-2.76752,-2.76637
-1.75943,1.02903,-2.72352,-2.66637
