-2.18526,-2.19111,-0.295772,0
-0.8381,-1.4344,-1.72237,0.001
-0.471155,-1.5101,-1.96209,0.002
-0.371919,-1.56026,-1.77966,0.003
-0.201337,-1.59517,-1.69893,0.004
-0.043741,-1.61272,-1.59343,0.005
0.118855,-1.61174,-1.49453,0.006
0.279458,-1.59381,-1.39418,0.007
0.43755,-1.55916,-1.29439,0.008
0.591161,-1.50853,-1.19459,0.009
0.738807,-1.4426,-1.09491,0.01
0.879,-1.36216,-0.995293,0.011
1.01036,-1.26812,-0.895752,0.012
1.1316,-1.16147,-0.796276,0.013
1.24155,-1.04332,-0.696862,0.014
1.33914,-0.914875,-0.597507,0.015
1.42343,-0.777437,-0.498211,0.016
1.49361,-0.632382,-0.398972,0.017
1.54902,-0.481159,-0.299791,0.018
1.58914,-0.325269,-0.200667,0.019
1.61359,-0.166257,-0.101599,0.02
1.62218,-0.00568952,-0.0025878,0.021
1.61483,0.154852,0.0963673,0.022
1.59164,0.313794,0.195266,0.023
1.55288,0.469581,0.294109,0.024
1.49895,0.620694,0.392896,0.025
1.43039,0.765664,0.491626,0.026
1.3479,0.903086,0.590301,0.027
1.25231,1.03163,0.68892,0.028
1.14457,1.15006,0.787483,0.029
1.02575,1.25725,0.88599,0.03
0.897025,1.35216,0.984441,0.031
0.759656,1.43389,1.08284,0.032
0.614991,1.50169,1.18118,0.033
0.464444,1.5549,1.27946,0.034
0.309481,1.59304,1.37769,0.035
0.151605,1.61578,1.47586,0.036
-0.00765283,1.6229,1.57398,0.037
-0.166756,1.61437,1.67204,0.038
-0.324173,1.5903,1.77005,0.039
-0.47839,1.55095,1.868,0.04
-0.627933,1.49671,1.96589,0.041
-0.771373,1.42813,2.06374,0.042
-0.907347,1.3459,2.16153,0.043
-1.03456,1.25082,2.25926,0.044
-1.15182,1.14382,2.35694,0.045
-1.25801,1.02595,2.45456,0.046
-1.35214,0.898341,2.55213,0.047
-1.43333,0.762234,2.64965,0.048
-1.50083,0.618937,2.74711,0.049
-1.55402,0.469825,2.84451,0.05
-1.59242,0.316324,2.94186,0.051
-1.61569,0.159898,3.03916,0.052
-1.62362,0.0020349,3.1364,0.053
-1.61618,-0.155768,-3.0496,0.054
-1.59345,-0.312018,-2.9398,0.055
-1.55231,-0.471805,-2.8416,0.056
-1.49671,-0.625012,-2.74041,0.057
-1.42592,-0.772236,-2.64004,0.058
-1.34095,-0.911489,-2.5395,0.059
-1.24252,-1.0415,-2.43907,0.06
-1.13166,-1.16093,-2.33867,0.061
-1.00945,-1.2686,-2.23833,0.062
-0.877155,-1.36344,-2.13804,0.063
-0.736101,-1.4445,-2.0378,0.064
