-0.474103,0.992884,5.28319,0
-0.397196,0.884904,5.29319,0.01
-0.289335,0.734932,5.31319,0.03
-0.159119,0.557744,5.34319,0.06
-0.0164002,0.370672,5.38319,0.1
0.129074,0.191069,5.43319,0.15
0.268879,0.0339653,5.49319,0.21
0.396717,-0.089618,5.56319,0.28
0.508682,-0.173423,5.64319,0.36
0.603006,-0.215772,5.73319,0.45
0.679423,-0.218665,5.83319,0.55
0.738372,-0.186531,5.94319,0.66
0.780258,-0.125002,6.06319,0.78
0.804925,-0.0399967,6.19319,0.91
0.811425,0.0627669,0.05,1.05
0.79807,0.177848,0.2,1.2
0.762711,0.299884,0.36,1.36
0.703168,0.423272,0.53,1.53
0.617733,0.541887,0.71,1.71
0.505709,0.648931,0.9,1.9
0.367921,0.736993,1.1,2.1
0.207184,0.798325,1.31,2.31
0.0286784,0.825341,1.53,2.53
-0.159844,0.811326,1.76,2.76
-0.348065,0.751308,2,3
-0.523415,0.643028,2.25,3.25
-0.671751,0.487904,2.51,3.51
-0.778449,0.291868,2.78,3.78
-0.829888,0.065881,3.06,4.06
-0.815272,-0.174034,3.35,4.35
-0.728608,-0.407432,3.65,4.65
-0.570624,-0.61089,3.96,4.96
-0.350265,-0.7603,4.28,5.28
-0.0854096,-0.833907,4.61,5.61
0.197585,-0.815857,4.95,5.95
0.465801,-0.699766,5.3,0.0168147
0.683272,-0.491703,5.66,0.376815
0.815935,-0.211859,6.03,0.746815
0.837523,0.105848,0.126815,1.12681
0.735525,0.416743,0.516815,1.51681
0.516046,0.671121,0.916815,1.91681
0.206207,0.822332,1.32681,2.32681
-0.147099,0.836164,1.74681,2.74681
-0.482865,0.699797,2.17681,3.17681
-0.73594,0.428183,2.61681,3.61681
-0.850133,0.0656428,3.06681,4.06681
-0.792077,-0.318973,3.52681,4.52681
-0.562599,-0.643985,3.99681,4.99681
-0.201995,-0.832194,4.47681,5.47681
0.213686,-0.830548,4.96681,5.96681
0.586535,-0.62736,5.46681,0.183629
0.819337,-0.261595,5.97681,0.693629
0.842242,0.180345,0.213629,1.21363
0.636446,0.582229,0.743629,1.74363
0.246889,0.827809,1.28363,2.28363
-0.222553,0.835984,1.83363,2.83363
-0.633568,0.590909,2.39363,3.39363
-0.853528,0.155775,2.96363,3.96363
-0.800458,-0.338,3.54363,4.54363
-0.477722,-0.727301,4.13363,5.13363
0.0164882,-0.871281,4.73363,5.73363
0.513468,-0.705675,5.34363,0.0604441
0.829167,-0.276298,5.96363,0.680444
0.833955,0.265741,0.310444,1.31044
0.510858,0.712299,0.950444,1.95044
-0.0245607,0.877495,1.60044,2.60044
-0.558341,0.679056,2.26044,3.26044
-0.860618,0.185653,2.93044,3.93044
-0.787007,-0.397526,3.61044,4.61044
-0.354289,-0.808807,4.30044,5.30044
0.250623,-0.848037,5.00044,6.00044
0.744042,-0.480287,5.71044,0.427259
0.877322,0.129929,0.147259,1.14726
0.56777,0.683024,0.877259,1.87726
-0.0415709,0.888521,1.61726,2.61726
-0.637173,0.622519,2.36726,3.36726
-0.89202,0.0120216,3.12726,4.12726
-0.649524,-0.613429,3.89726,4.89726
-0.0301073,-0.894208,4.67726,5.67726
0.615123,-0.651522,5.46726,0.184073
0.897247,-0.0123734,6.26726,0.984073
0.628304,0.642489,0.794073,1.79407
-0.0414957,0.898997,1.61407,2.61407
-0.692625,0.576671,2.44407,3.44407
-0.892964,-0.131386,3.28407,4.28407
-0.491046,-0.758876,4.13407,5.13407
0.255457,-0.868411,4.99407,5.99407
0.829833,-0.364902,5.86407,0.580888
0.810971,0.408027,0.460888,1.46089
0.193254,0.88837,1.35089,2.35089
-0.576908,0.704356,2.25089,3.25089
-0.911469,-0.0236351,3.16089,4.16089
-0.533797,-0.740807,4.08089,5.08089
0.275546,-0.8719,5.01089,6.01089
0.868015,-0.2917,5.95089,0.667703
0.742971,0.537532,0.617703,1.6177
-0.014734,0.918225,1.5777,2.5777
-0.767129,0.507233,2.5477,3.5477
-0.849572,-0.355533,3.5277,4.5277
-0.168665,-0.906717,4.5177,5.5177
