2.31751,-1.86758,-0.646138,0
2.04983,-1.42336,-0.597895,0.001
1.88531,-1.10817,-0.508386,0.002
1.79251,-0.853135,-0.435092,0.003
1.7404,-0.645481,-0.343896,0.004
1.71241,-0.457739,-0.254432,0.005
1.69531,-0.283631,-0.160151,0.006
1.6803,-0.115709,-0.0647415,0.007
1.66137,0.0482239,0.0321049,0.008
1.63447,0.209239,0.129673,0.009
1.59701,0.367076,0.227755,0.01
1.54747,0.52091,0.326135,0.011
1.48508,0.669573,0.424692,0.012
1.40963,0.811751,0.523342,0.013
1.32134,0.946098,0.622033,0.014
1.22075,1.0713,0.720731,0.015
1.10864,1.18612,0.819412,0.016
0.985981,1.28942,0.918064,0.017
0.8539,1.38018,1.01668,0.018
0.713647,1.45751,1.11524,0.019
0.566565,1.52067,1.21376,0.02
0.414076,1.56904,1.31223,0.021
0.257659,1.60217,1.41064,0.022
0.09883,1.61976,1.509,0.023
-0.0608719,1.62166,1.60731,0.024
-0.219902,1.60786,1.70556,0.025
-0.376724,1.57854,1.80375,0.026
-0.529828,1.53399,1.90189,0.027
-0.677744,1.47466,1.99998,0.028
-0.819054,1.40116,2.09801,0.029
-0.952411,1.31421,2.19599,0.03
-1.07654,1.21468,2.2939,0.031
-1.19028,1.10353,2.39177,0.032
-1.29253,0.981848,2.48958,0.033
-1.38236,0.850824,2.58733,0.034
-1.4589,0.711725,2.68503,0.035
-1.52147,0.565894,2.78268,0.036
-1.56947,0.414733,2.88026,0.037
-1.60248,0.259693,2.9778,0.038
-1.62021,0.102257,3.07528,0.039
-1.62251,-0.0560708,-3.11049,0.04
-1.60938,-0.213786,-3.00045,0.041
-1.57802,-0.376147,-2.90202,0.042
-1.53175,-0.532806,-2.8006,0.043
-1.46989,-0.68439,-2.69999,0.044
-1.39332,-0.828844,-2.59922,0.045
-1.3027,-0.964843,-2.49855,0.046
-1.19897,-1.09099,-2.39791,0.047
-1.08316,-1.20602,-2.29734,0.048
-0.956459,-1.30879,-2.19682,0.049
-0.820157,-1.39826,-2.09635,0.05
-0.675644,-1.47357,-1.99594,0.051
-0.524387,-1.53396,-1.89559,0.052
-0.367922,-1.57885,-1.7953,0.053
-0.207832,-1.60782,-1.69516,0.054
-0.0457914,-1.62061,-1.59498,0.055
0.116646,-1.6171,-1.49489,0.056
0.277825,-1.59737,-1.39485,0.057
0.436139,-1.56164,-1.29487,0.058
0.590006,-1.51029,-1.19494,0.059
0.737895,-1.44386,-1.09507,0.06
0.878338,-1.36305,-0.995253,0.061
1.00995,-1.26868,-0.895495,0.062
1.13142,-1.16171,-0.795794,0.063
1.24157,-1.04323,-0.69615,0.064
